銘柄コード,銘柄名,市場区分,業種,年間配当金,年間配当回数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,2026/09/02 20:40:23
163A,半導体フォーカス　日本株（ネットリターン）ＥＴＮ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,18455
1651,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,ETF・ETN,ETF・他,76,4,0,2,0,0,36,0,0,5,0,0,33,0,3321
1652,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,ETF・ETN,ETF・他,93.1,2,48.6,0,0,0,0,0,44.5,0,0,0,0,0,5001
1653,ｉＦｒｅｅＥＴＦ　ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,ETF・ETN,ETF・他,83.7,2,38.2,0,0,0,0,0,45.5,0,0,0,0,0,5141
1654,ｉＦｒｅｅＥＴＦ　ＦＴＳＥ　ＪＰＸ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,ETF・ETN,ETF・他,71,2,31.4,0,0,0,0,0,39.6,0,0,0,0,0,3340
1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF・ETN,ETF・他,7.4,2,0,4,0,0,0,0,0,3.4,0,0,0,0,876.400024
1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,ETF・ETN,ETF・他,11.7,4,2.8,0,0,3.4,0,0,3,0,0,2.5,0,0,308.799988
1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,ETF・ETN,ETF・他,77,2,0,38,0,0,0,0,0,39,0,0,0,0,7303
1658,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,ETF・ETN,ETF・他,75,2,0,49,0,0,0,0,0,26,0,0,0,0,4343
1659,ｉシェアーズ　米国リート　ＥＴＦ,ETF・ETN,ETF・他,81,4,0,34,0,0,9,0,0,18,0,0,20,0,3880
1660,ＭＡＸＩＳ高利回りＪリート上場投信,ETF・ETN,ETF・他,490,4,127,0,0,142,0,0,106,0,0,115,0,0,10555
1662,石油資源開発,プライム（内国株式）,鉱業,65,2,0,0,0,0,0,32.5,0,0,0,0,0,32.5,1924
1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,鉱業,54,2,0,0,27,0,0,0,0,0,27,0,0,0,1982
166A,タスキホールディングス,プライム（内国株式）,不動産業,36,1,0,0,0,0,0,0,0,0,0,0,0,36,1168
1671,ＷＴＩ原油価格連動型上場投信,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,5740
1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,64120
1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,9275
1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,25210
1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,19020
1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,43080
1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,ETF・ETN,ETF・他,1636,12,132,131,132,137,140,148,148,149,128,128,130,133,60110
1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,ETF・ETN,ETF・他,9.4,1,0,0,0,0,0,0,0,9.4,0,0,0,0,308.700012
1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹ　ダウ・ジョーンズ・インデックス上場投信,ETF・ETN,ETF・他,960,1,0,0,0,0,0,0,0,0,0,0,0,960,68160
167A,リョーサン菱洋ホールディングス,プライム（内国株式）,卸売業,140,2,0,0,0,0,0,70,0,0,0,0,0,70,3235
1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,ETF・ETN,ETF・他,82,1,82,0,0,0,0,0,0,0,0,0,0,0,8376
1681,上場インデックスファンド海外新興国株式（ＭＳＣＩ　エマージング）,ETF・ETN,ETF・他,53,1,53,0,0,0,0,0,0,0,0,0,0,0,3389
1684,ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,2717
1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,910
1686,ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,3010
1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,1173.5
1688,ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,644
1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,752
168A,イタミアート,グロース（内国株式）,その他製品,20,1,0,0,0,20,0,0,0,0,0,0,0,0,1070
1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,2553
1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,15875
1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,697
1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,8881
1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,2329.5
1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,3810
1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,3320
1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,5009
1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,ETF・ETN,ETF・他,121,4,31,0,0,31,0,0,32,0,0,27,0,0,4441
1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,672
170A,ＳＭＴ　ＥＴＦ日本好配当株アクティブ,ETF・ETN,ETF・他,61,3,0,0,0,31,0,0,3,0,0,27,0,0,3112
1711,ＳＤＳホールディングス,スタンダード（内国株式）,建設業,,,0,0,0,0,0,0,0,0,0,0,0,0,247
1716,第一カッター興業,スタンダード（内国株式）,建設業,40,1,0,0,0,0,0,0,0,0,40,0,0,0,1372
1717,明豊ファシリティワークス,スタンダード（内国株式）,サービス業,44,1,0,0,0,0,0,44,0,0,0,0,0,0,943
1718,美樹工業,スタンダード（内国株式）,建設業,350,2,0,0,175,0,0,0,0,0,175,0,0,0,7200
1719,安藤・間,プライム（内国株式）,建設業,80,2,0,0,0,0,0,40,0,0,0,0,0,40,1920.5
1720,東急建設,プライム（内国株式）,建設業,40,2,0,0,0,0,0,20,0,0,0,0,0,20,1166
1721,コムシスホールディングス,プライム（内国株式）,建設業,130,2,0,0,0,0,0,65,0,0,0,0,0,65,5416
1723,日本電技,スタンダード（内国株式）,建設業,160,2,0,0,0,0,0,80,0,0,0,0,0,80,2342
1724,シンクレイヤ,スタンダード（内国株式）,建設業,28,2,0,0,14,0,0,0,0,0,14,0,0,0,717
1736,オーテック,スタンダード（内国株式）,建設業,62.67,2,0,0,0,0,0,31.335,0,0,0,0,0,31.335,2399
173A,ハンモック,グロース（内国株式）,情報・通信業,40,1,0,0,0,0,0,40,0,0,0,0,0,0,1560
1758,太洋基礎工業,スタンダード（内国株式）,建設業,60,1,0,0,0,60,0,0,0,0,0,0,0,0,2471
175A,Ｗｉｌｌ　Ｓｍａｒｔ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,628
1762,高松コンストラクショングループ,プライム（内国株式）,建設業,130,2,0,0,0,0,0,65,0,0,0,0,0,65,4210
1764,工藤建設,スタンダード（内国株式）,建設業,117,1,0,0,0,0,0,0,0,0,117,0,0,0,2745
1766,東建コーポレーション,プライム（内国株式）,建設業,360,1,0,0,0,0,0,0,360,0,0,0,0,0,13820
1768,ソネック,スタンダード（内国株式）,建設業,50,1,0,0,0,0,0,50,0,0,0,0,0,0,1034
1770,藤田エンジニアリング,スタンダード（内国株式）,建設業,75,2,0,0,0,0,0,37.5,0,0,0,0,0,37.5,2103
177A,コージンバイオ,グロース（内国株式）,化学,10,1,0,0,0,0,0,10,0,0,0,0,0,0,846
1780,ヤマウラ,プライム（内国株式）,建設業,30,2,0,0,0,0,0,15,0,0,0,0,0,15,1475
1783,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,不動産業,,,0,0,0,0,0,0,0,0,0,0,0,0,49
1786,オリエンタル白石,プライム（内国株式）,建設業,14.5,2,0,0,0,0,0,7.25,0,0,0,0,0,7.25,352
1787,ナカボーテック,スタンダード（内国株式）,建設業,335,1,0,0,0,0,0,335,0,0,0,0,0,0,5800
1788,三東工業社,スタンダード（内国株式）,建設業,100,1,0,0,0,0,0,0,0,0,100,0,0,0,4145
178A,グローバルＸ　革新的優良企業　ＥＴＦ,ETF・ETN,ETF・他,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1652
1793,大本組,スタンダード（内国株式）,建設業,50,1,0,0,0,0,0,50,0,0,0,0,0,0,2080
1795,マサル,スタンダード（内国株式）,建設業,160,1,0,0,0,0,0,0,0,0,0,0,0,160,5560
1798,守谷商会,スタンダード（内国株式）,建設業,180,1,0,0,0,0,0,180,0,0,0,0,0,0,1100
1799,第一建設工業,スタンダード（内国株式）,建設業,160,1,0,0,0,0,0,160,0,0,0,0,0,0,3305
179A,グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,ETF・他,11,4,0,2.7,0,0,2.7,0,0,2.7,0,0,2.9,0,238.300003
1801,大成建設,プライム（内国株式）,建設業,310,2,0,0,0,0,0,155,0,0,0,0,0,155,12605
1802,大林組,プライム（内国株式）,建設業,88,2,0,0,0,0,0,44,0,0,0,0,0,44,3006
1803,清水建設,プライム（内国株式）,建設業,72,2,0,0,0,0,0,36,0,0,0,0,0,36,2396
1807,佐藤渡辺,スタンダード（内国株式）,建設業,80,2,0,0,0,0,0,40,0,0,0,0,0,40,1948
1808,長谷工コーポレーション,プライム（内国株式）,建設業,95,2,0,0,0,0,0,47.5,0,0,0,0,0,47.5,2902.5
180A,グローバルＸ　超長期米国債　ＥＴＦ,ETF・ETN,ETF・他,12.9,4,0,3.3,0,0,3.3,0,0,3.3,0,0,3,0,280.700012
1810,松井建設,スタンダード（内国株式）,建設業,78,2,0,0,0,0,0,39,0,0,0,0,0,39,1468
1811,錢高組,スタンダード（内国株式）,建設業,120,1,0,0,0,0,0,120,0,0,0,0,0,0,7710
1812,鹿島建設,プライム（内国株式）,建設業,146,2,0,0,0,0,0,73,0,0,0,0,0,73,4881
1813,不動テトラ,プライム（内国株式）,建設業,115,1,0,0,0,0,0,115,0,0,0,0,0,0,2792
1814,大末建設,プライム（内国株式）,建設業,183,2,0,0,0,0,0,91.5,0,0,0,0,0,91.5,3640
1815,鉄建建設,プライム（内国株式）,建設業,170,1,0,0,0,0,0,170,0,0,0,0,0,0,4465
181A,ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）,ETF・ETN,ETF・他,13.1,4,0,2.8,0,0,3.1,0,0,4.3,0,0,2.9,0,533
1820,西松建設,プライム（内国株式）,建設業,230,2,0,0,0,0,0,115,0,0,0,0,0,115,5627
1822,大豊建設,スタンダード（内国株式）,建設業,34,1,0,0,0,0,0,34,0,0,0,0,0,0,829
1826,佐田建設,スタンダード（内国株式）,建設業,60,1,0,0,0,0,0,60,0,0,0,0,0,0,1095
1827,ナカノフドー建設,スタンダード（内国株式）,建設業,38,1,0,0,0,0,0,38,0,0,0,0,0,0,1352
1828,田辺工業,スタンダード（内国株式）,建設業,100,1,0,0,0,0,0,100,0,0,0,0,0,0,2463
182A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,ETF・ETN,ETF・他,20.4,4,0,5.1,0,0,5.7,0,0,5,0,0,4.6,0,486.5
1833,奥村組,プライム（内国株式）,建設業,297,2,0,0,0,0,0,148.5,0,0,0,0,0,148.5,5770
1835,東鉄工業,プライム（内国株式）,建設業,150,2,0,0,0,0,0,75,0,0,0,0,0,75,3960
183A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,ETF・ETN,ETF・他,19.3,4,0,4.9,0,0,4.8,0,0,4.6,0,0,5,0,427.200012
1840,土屋ホールディングス,スタンダード（内国株式）,建設業,10,1,10,0,0,0,0,0,0,0,0,0,0,0,257
1844,大盛工業,スタンダード（内国株式）,建設業,11.5,1,0,0,0,0,0,0,0,0,0,11.5,0,0,480
1847,イチケン,スタンダード（内国株式）,建設業,230,2,0,0,0,0,0,115,0,0,0,0,0,115,3425
1848,富士ピー・エス,スタンダード（内国株式）,建設業,22,1,0,0,0,0,0,22,0,0,0,0,0,0,777
184A,学びエイド,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,322
1850,南海辰村建設,スタンダード（内国株式）,建設業,8,1,0,0,0,0,0,8,0,0,0,0,0,0,421
1852,淺沼組,プライム（内国株式）,建設業,45,2,0,0,0,0,0,22.5,0,0,0,0,0,22.5,908
1853,森組,スタンダード（内国株式）,建設業,14,1,0,0,0,0,0,14,0,0,0,0,0,0,328
1860,戸田建設,プライム（内国株式）,建設業,58,2,0,0,0,0,0,29,0,0,0,0,0,29,1534.5
1861,熊谷組,プライム（内国株式）,建設業,32,2,0,0,0,0,0,16,0,0,0,0,0,16,1282
1866,北野建設,スタンダード（内国株式）,建設業,30,1,0,0,0,0,0,30,0,0,0,0,0,0,1172
1867,植木組,スタンダード（内国株式）,建設業,120,1,0,0,0,0,0,120,0,0,0,0,0,0,2692
186A,アストロスケールホールディングス,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,1083
1870,矢作建設工業,プライム（内国株式）,建設業,100,2,0,0,0,0,0,50,0,0,0,0,0,50,2167
1871,ピーエス・コンストラクション,プライム（内国株式）,建設業,120,2,0,0,0,0,0,60,0,0,0,0,0,60,2245
1873,日本ハウスホールディングス,プライム（内国株式）,建設業,12,2,6,0,0,0,0,0,6,0,0,0,0,0,323
1878,大東建託,プライム（内国株式）,不動産業,150.4,2,0,0,0,0,0,75.2,0,0,0,0,0,75.2,3319
1879,新日本建設,プライム（内国株式）,建設業,67,2,0,0,0,0,0,33.5,0,0,0,0,0,33.5,2291
1882,東亜道路工業,プライム（内国株式）,建設業,90,2,0,0,0,0,0,45,0,0,0,0,0,45,1601
1885,東亜建設工業,プライム（内国株式）,建設業,100,2,0,0,0,0,0,50,0,0,0,0,0,50,2087
1887,日本国土開発,プライム（内国株式）,建設業,22,2,0,11,0,0,0,0,0,11,0,0,0,0,542
1888,若築建設,プライム（内国株式）,建設業,135,1,0,0,0,0,0,135,0,0,0,0,0,0,3710
188A,グローバルＸ　インド・トップ１０＋　ＥＴＦ,ETF・ETN,ETF・他,8,2,0,0,0,0,0,3,0,0,0,0,0,5,875
1893,五洋建設,プライム（内国株式）,建設業,48,2,0,0,0,0,0,24,0,0,0,0,0,24,1432.5
1897,金下建設,スタンダード（内国株式）,建設業,50,1,0,0,50,0,0,0,0,0,0,0,0,0,3310
1898,世紀東急工業,プライム（内国株式）,建設業,71,2,0,0,0,0,0,35.5,0,0,0,0,0,35.5,1491
1899,福田組,プライム（内国株式）,建設業,260,1,0,0,260,0,0,0,0,0,0,0,0,0,4525
189A,Ｄ＆Ｍカンパニー,グロース（内国株式）,サービス業,20,1,0,0,0,0,0,0,0,20,0,0,0,0,1015
1904,大成温調,スタンダード（内国株式）,建設業,179,2,0,0,0,0,0,89.5,0,0,0,0,0,89.5,5070
1905,テノックス,スタンダード（内国株式）,建設業,60.5,2,0,0,0,0,0,30.25,0,0,0,0,0,30.25,1430
1909,日本ドライケミカル,スタンダード（内国株式）,機械,90,2,0,0,0,0,0,45,0,0,0,0,0,45,3700
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,グロース（内国株式）,医薬品,,,0,0,0,0,0,0,0,0,0,0,0,0,70
1911,住友林業,プライム（内国株式）,建設業,53,2,0,0,26.5,0,0,0,0,0,26.5,0,0,0,1303
1914,日本基礎技術,スタンダード（内国株式）,建設業,30,1,0,0,0,0,0,30,0,0,0,0,0,0,827
1921,巴コーポレーション,スタンダード（内国株式）,建設業,36,1,0,0,0,0,0,36,0,0,0,0,0,0,1945
1925,大和ハウス工業,プライム（内国株式）,建設業,175,2,0,0,0,0,0,87.5,0,0,0,0,0,87.5,4750
1926,ライト工業,プライム（内国株式）,建設業,145,2,0,0,0,0,0,72.5,0,0,0,0,0,72.5,3790
1928,積水ハウス,プライム（内国株式）,建設業,144,2,0,0,0,72,0,0,0,0,0,72,0,0,3411
1929,日特建設,プライム（内国株式）,建設業,49,2,0,0,0,0,0,24.5,0,0,0,0,0,24.5,1194
192A,インテグループ,グロース（内国株式）,サービス業,45,1,0,0,0,0,0,0,0,45,0,0,0,0,1273
1930,北陸電気工事,プライム（内国株式）,建設業,48,2,0,0,0,0,0,24,0,0,0,0,0,24,1549
1934,ユアテック,プライム（内国株式）,建設業,72,2,0,0,0,0,0,36,0,0,0,0,0,36,2568
1938,日本リーテック,プライム（内国株式）,建設業,82,1,0,0,0,0,0,82,0,0,0,0,0,0,2480
1939,四電工,プライム（内国株式）,建設業,77,2,0,0,0,0,0,38.5,0,0,0,0,0,38.5,2227
1941,中電工,プライム（内国株式）,建設業,135,2,0,0,0,0,0,67.5,0,0,0,0,0,67.5,5160
1942,関電工,プライム（内国株式）,建設業,124,2,0,0,0,0,0,62,0,0,0,0,0,62,5570
1944,きんでん,プライム（内国株式）,建設業,130,2,0,0,0,0,0,65,0,0,0,0,0,65,6998
1945,東京エネシス,プライム（内国株式）,建設業,63,2,0,0,0,0,0,31.5,0,0,0,0,0,31.5,2050
1946,トーエネック,プライム（内国株式）,建設業,76,2,0,0,0,0,0,38,0,0,0,0,0,38,2199
1948,弘電社,スタンダード（内国株式）,建設業,100,2,0,0,0,0,0,50,0,0,0,0,0,50,11420
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,2080
1950,日本電設工業,プライム（内国株式）,建設業,124,1,0,0,0,0,0,124,0,0,0,0,0,0,3975
1951,エクシオグループ,プライム（内国株式）,建設業,68,2,0,0,0,0,0,34,0,0,0,0,0,34,2625
1952,新日本空調,プライム（内国株式）,建設業,110,2,0,0,0,0,0,55,0,0,0,0,0,55,3125
1959,クラフティア,プライム（内国株式）,建設業,220,2,0,0,0,0,0,110,0,0,0,0,0,110,8096
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,675
1960,サンテック,スタンダード（内国株式）,建設業,65,1,0,0,0,0,0,65,0,0,0,0,0,0,1650
1961,三機工業,プライム（内国株式）,建設業,195,2,0,0,0,0,0,97.5,0,0,0,0,0,97.5,2388
1963,日揮ホールディングス,プライム（内国株式）,建設業,52,1,0,0,0,0,0,52,0,0,0,0,0,0,2352
1964,中外炉工業,プライム（内国株式）,建設業,166,1,0,0,0,0,0,166,0,0,0,0,0,0,3955
1965,テクノ菱和,スタンダード（内国株式）,建設業,170,2,0,0,0,0,0,85,0,0,0,0,0,85,6740
1966,高田工業所,スタンダード（内国株式）,建設業,70,1,0,0,0,0,0,70,0,0,0,0,0,0,1738
1967,ヤマト,スタンダード（内国株式）,建設業,60,1,0,0,0,0,0,60,0,0,0,0,0,0,2091
1968,太平電業,プライム（内国株式）,建設業,70,1,0,0,0,0,0,70,0,0,0,0,0,0,2462
1969,高砂熱学工業,プライム（内国株式）,建設業,93.5,2,0,0,0,0,0,46.75,0,0,0,0,0,46.75,4279
196A,ＭＦＳ,グロース（内国株式）,その他金融業,,,0,0,0,0,0,0,0,0,0,0,0,0,329
1972,三晃金属工業,スタンダード（内国株式）,建設業,69,2,0,0,0,0,0,34.5,0,0,0,0,0,34.5,1330
1975,朝日工業社,プライム（内国株式）,建設業,144,2,0,0,0,0,0,72,0,0,0,0,0,72,3845
1976,明星工業,プライム（内国株式）,建設業,65,2,0,0,0,0,0,32.5,0,0,0,0,0,32.5,1699
1979,大氣社,プライム（内国株式）,建設業,90,2,0,0,0,0,0,45,0,0,0,0,0,45,3875
197A,タウンズ,スタンダード（内国株式）,医薬品,28,2,0,0,14,0,0,0,0,0,14,0,0,0,506
1980,ダイダン,プライム（内国株式）,建設業,46,2,0,0,0,0,0,23,0,0,0,0,0,23,2732
1981,協和日成,スタンダード（内国株式）,建設業,50,1,0,0,0,0,0,50,0,0,0,0,0,0,1340
1982,日比谷総合設備,プライム（内国株式）,建設業,150,2,0,0,0,0,0,75,0,0,0,0,0,75,2936
198A,ＰｏｓｔＰｒｉｍｅ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,166
1992,神田通信機,スタンダード（内国株式）,建設業,82,1,0,0,0,0,0,82,0,0,0,0,0,0,2986
1994,高橋カーテンウォール工業,スタンダード（内国株式）,建設業,20,2,0,0,10,0,0,0,0,0,10,0,0,0,618
1997,暁飯島工業,スタンダード（内国株式）,建設業,110,1,0,0,0,0,0,0,0,0,0,0,110,0,3885
2001,ニップン,プライム（内国株式）,食料品,68,2,0,0,0,0,0,34,0,0,0,0,0,34,2986
2002,日清製粉グループ本社,プライム（内国株式）,食料品,60,2,0,0,0,0,0,30,0,0,0,0,0,30,2064.5
2003,日東富士製粉,スタンダード（内国株式）,食料品,280,1,0,0,0,0,0,280,0,0,0,0,0,0,1812
2004,昭和産業,プライム（内国株式）,食料品,115,2,0,0,0,0,0,57.5,0,0,0,0,0,57.5,3825
2009,鳥越製粉,スタンダード（内国株式）,食料品,49,1,0,0,49,0,0,0,0,0,0,0,0,0,1101
200A,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,ETF・ETN,ETF・他,25,2,0,0,0,14,0,0,0,0,0,11,0,0,4199
2011,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,ETF・ETN,ETF・他,21.6,2,0,0,0,0,11.3,0,0,0,0,0,10.3,0,867.700012
2012,ｉシェアーズ　米国債０－３ヶ月　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,243.100006
2013,ｉシェアーズ　米国高配当株　ＥＴＦ,ETF・ETN,ETF・他,8.4,4,0,2.2,0,0,2.1,0,0,2.4,0,0,1.7,0,318
2014,ｉシェアーズ　米国連続増配株　ＥＴＦ,ETF・ETN,ETF・他,4.9,4,0,1.4,0,0,1.1,0,0,1.1,0,0,1.3,0,321.799988
2015,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジなし）,ETF・ETN,ETF・他,78,4,0,15,0,0,19,0,0,23,0,0,21,0,2121
2016,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジあり）,ETF・ETN,ETF・他,71,4,0,18,0,0,16,0,0,18,0,0,19,0,1740
2017,ｉＦｒｅｅＥＴＦ　ＪＰＸプライム１５０,ETF・ETN,ETF・他,22,2,0,0,0,11,0,0,0,0,0,11,0,0,1530
2018,グローバルＸ　ＵＳ　ＲＥＩＴ・トップ２０　ＥＴＦ,ETF・ETN,ETF・他,31,6,0,2,0,6,0,8,0,3,0,6,0,6,1278
2019,グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,ETF・ETN,ETF・他,56,6,9,0,10,0,9,0,10,0,9,0,9,0,1002
201A,ｉシェアーズ　Ｎｉｆｔｙ　５０　インド株　ＥＴＦ,ETF・ETN,ETF・他,1.2,2,0,0.6,0,0,0,0,0,0.6,0,0,0,0,180.199997
2031,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,7757
2032,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,6149
